status,dataset,model,device,entanglement,optimization_level,num_qubits,run_idx,seed,gpu_id,aggregate_depth,aggregate_two_qubit_gates,mean_readout_error,accuracy,balanced_accuracy,f1_score,mcc,roc_auc,g_mean,kernel_time,classifier_time,total_time
success,IoT_Original_Distribution,QVE,ideal,full,0,10,1,123,1,239,474,,0.9666666666666667,0.9047268907563025,0.9667726060568107,0.8043248213082538,0.9696008403361346,0.9015159967726445,393.0740918079391,2.0397740590851754,395.1138658670243
success,IoT_Original_Distribution,QVE,ideal,full,0,10,2,456,2,239,474,,0.968,0.9375,0.9689481481481481,0.8245730464641831,0.9767016806722689,0.9367496997597597,404.4571825648891,1.144460597075522,405.6016431619646
success,IoT_Original_Distribution,QVE,ideal,full,0,10,3,789,0,239,474,,0.9693333333333334,0.931827731092437,0.9699841621792842,0.827734592891395,0.9678991596638656,0.9306860214853532,382.64634084305726,3.1421874130610377,385.7885282561183
success,IoT_Original_Distribution,QVE,ideal,full,0,10,4,1024,1,239,474,,0.9746666666666667,0.915546218487395,0.9744171740810755,0.8476275294220028,0.9893487394957983,0.9126561107397398,396.3359919519862,1.9250749519560486,398.26106690394226
success,IoT_Original_Distribution,QVE,ideal,full,0,10,5,2048,2,239,474,,0.9746666666666667,0.9283613445378152,0.9747471806031761,0.8512942178289797,0.9670588235294119,0.9266139678302672,395.5805671468843,2.469359292066656,398.04992643895093
success,IoT_Original_Distribution,QVE,ideal,full,0,10,6,3072,0,239,474,,0.9813333333333333,0.9448529411764706,0.9813333333333333,0.8897058823529411,0.9830462184873949,0.9437877378508618,395.8193611060269,1.310863186023198,397.1302242920501
success,IoT_Original_Distribution,QVE,ideal,full,0,10,7,4096,1,239,474,,0.98,0.9184873949579833,0.9795248912332037,0.8777426674962236,0.9778361344537816,0.9153683191283526,383.29008232511114,2.7919885660521686,386.0820708911633
success,IoT_Original_Distribution,QVE,ideal,full,0,10,8,5120,2,239,474,,0.976,0.9290966386554622,0.976,0.8581932773109243,0.9768697478991597,0.927305212960217,395.4000413499307,1.5532929729670286,396.9533343228977
success,IoT_Original_Distribution,QVE,ideal,full,0,10,9,6144,0,239,474,,0.9733333333333334,0.8955882352941177,0.9726032252348042,0.8357699949679752,0.9656512605042017,0.8904724456548828,195.3724741410697,0.07075257098767906,195.44322671205737
success,IoT_Original_Distribution,QVE,FakeKolkataV2,full,0,10,0,42,1,255,474,0.012177777777777777,0.9786666666666667,0.9497899159663865,0.9789314978695508,0.8775138479828076,0.9709453781512605,0.9491260907458259,1857.2073357379995,0.8876969999400899,1858.0950327379396
success,IoT_Original_Distribution,QVE,FakeKolkataV2,full,0,10,1,123,2,255,474,0.012177777777777777,0.9653333333333334,0.9039915966386555,0.9655519370518644,0.7978563546456356,0.9688445378151261,0.9008399441865447,1866.4520532489987,0.11762042914051563,1866.5696736781392
success,IoT_Original_Distribution,QVE,FakeKolkataV2,full,0,10,2,456,0,255,474,0.012177777777777777,0.9666666666666667,0.9367647058823529,0.9677448915638597,0.818701225186817,0.9801680672268908,0.9360429854382946,2449.865581310005,0.22280104190576822,2450.0883823519107
success,IoT_Original_Distribution,QVE,FakeKolkataV2,full,0,10,3,789,1,255,474,0.012177777777777777,0.9706666666666667,0.932563025210084,0.9712044137782184,0.8339617298658304,0.9761764705882353,0.9313855225397475,2130.410509617068,0.9111547449138016,2131.3216643619817
success,IoT_Original_Distribution,QVE,FakeKolkataV2,full,0,10,4,1024,2,255,474,0.012177777777777777,0.976,0.9226890756302522,0.9758437081018961,0.8564615134993689,0.9893487394957984,0.9203579866168445,2132.048440413084,0.19006103090941906,2132.2385014439933
success,IoT_Original_Distribution,QVE,FakeKolkataV2,full,0,10,5,2048,0,255,474,0.012177777777777777,0.9733333333333334,0.9276260504201681,0.9735014900398958,0.8445328184509575,0.957247899159664,0.9259222066529722,2316.4511651450302,0.4221061511198059,2316.87327129615
success,IoT_Original_Distribution,QVE,FakeKolkataV2,full,0,10,6,3072,1,255,474,0.012177777777777777,0.9826666666666667,0.9519957983193277,0.9827217551495415,0.8982636143497057,0.9825840336134454,0.9512486265849911,2310.880763037945,0.25818617385812104,2311.1389492118033
success,IoT_Original_Distribution,QVE,FakeKolkataV2,full,0,10,7,4096,2,255,474,0.012177777777777777,0.9773333333333334,0.9170168067226891,0.9769550942884276,0.8623529757432901,0.9805672268907565,0.9140132209477208,2325.8441925370134,1.0473160630790517,2326.8915086000925
success,IoT_Original_Distribution,QVE,FakeKolkataV2,full,0,10,8,5120,0,255,474,0.012177777777777777,0.9746666666666667,0.9347689075630252,0.9749043979847223,0.8533676702625095,0.9779411764705883,0.9334808806943229,2632.198159712949,0.1512318910099566,2632.349391603959
success,IoT_Original_Distribution,QVE,FakeKolkataV2,full,0,10,9,6144,1,255,474,0.012177777777777777,0.9733333333333334,0.8955882352941177,0.9726032252348042,0.8357699949679752,0.9647058823529411,0.8904724456548828,2527.4157055519754,1.3022709740325809,2528.717976526008
