dataset,config,feature_map,reps,entanglement,optimization,optimization_level,optimization_name,optimization_description,run,seed,gpu_id,accuracy,f1_score,mcc,training_time,circuit_depth,total_gates,two_qubit_gates
UNSW_NB15,10q_5k,ZZ,3,full,L3,3,L3,qiskit_heavy,18,14336,2,0.866,0.8676382541348586,0.7225749917726197,895.566775156185,289,807,612
UNSW_NB15,10q_5k,ZZ,3,full,L0,0,L0,baseline_unoptimized,19,15360,0,0.878,0.8793804545533571,0.7461331947911698,879.8268767590635,370,930,735
UNSW_NB15,10q_5k,ZZ,3,full,L3,3,L3,qiskit_heavy,19,15360,1,0.878,0.8793804545533571,0.7461331947911698,823.4952246560715,289,807,612
UNSW_NB15,10q_5k,ZZ,3,full,L0,0,L0,baseline_unoptimized,20,16384,2,0.872,0.8734872437682485,0.7342047275261364,921.676742955111,370,930,735
UNSW_NB15,10q_5k,ZZ,3,full,L3,3,L3,qiskit_heavy,20,16384,0,0.8686666666666667,0.8701432478505653,0.7265259220968484,921.0877333530225,289,807,612
UNSW_NB15,10q_5k,ZZ,3,full,L0,0,L0,baseline_unoptimized,21,17408,1,0.8866666666666667,0.8880476841459778,0.7659141604924301,880.0612477292307,370,930,735
UNSW_NB15,10q_5k,ZZ,3,full,L3,3,L3,qiskit_heavy,21,17408,2,0.8866666666666667,0.8880476841459778,0.7659141604924301,942.1451314240694,289,807,612
UNSW_NB15,10q_5k,ZZ,3,full,L0,0,L0,baseline_unoptimized,22,18432,0,0.87,0.871536409390068,0.7300085359474969,941.5951300808229,370,930,735
UNSW_NB15,10q_5k,ZZ,3,full,L3,3,L3,qiskit_heavy,22,18432,1,0.866,0.8676489697096946,0.722400332945414,822.2400965509005,289,807,612
UNSW_NB15,10q_5k,ZZ,3,full,L0,0,L0,baseline_unoptimized,23,19456,2,0.864,0.865889903329753,0.7217622841212203,896.8378768498078,370,930,735
UNSW_NB15,10q_5k,ZZ,3,full,L3,3,L3,qiskit_heavy,23,19456,0,0.864,0.865889903329753,0.7217622841212203,902.4163560820743,289,807,612
UNSW_NB15,10q_5k,ZZ,3,full,L0,0,L0,baseline_unoptimized,24,20480,1,0.88,0.8813112484102317,0.7497777771979364,866.4667237312533,370,930,735
UNSW_NB15,10q_5k,ZZ,3,full,L3,3,L3,qiskit_heavy,24,20480,2,0.88,0.8813112484102317,0.7497777771979364,937.150173692964,289,807,612
UNSW_NB15,10q_5k,ZZ,3,full,L0,0,L0,baseline_unoptimized,25,21504,0,0.8906666666666667,0.8917432937181664,0.7709276340814797,934.8219706742093,370,930,735
UNSW_NB15,10q_5k,ZZ,3,full,L3,3,L3,qiskit_heavy,25,21504,1,0.8906666666666667,0.8917432937181664,0.7709276340814797,839.1643533161841,289,807,612
UNSW_NB15,10q_5k,ZZ,3,full,L0,0,L0,baseline_unoptimized,26,22528,2,0.8826666666666667,0.8828515234481322,0.7464429065853808,904.5941413543187,370,930,735
