dataset,config,feature_map,reps,entanglement,optimization,optimization_level,optimization_name,optimization_description,run,seed,gpu_id,accuracy,f1_score,mcc,training_time,circuit_depth,total_gates,two_qubit_gates
IoT_Original_Distribution,10q_2p5k,Pauli,2,full,L3,3,L3,qiskit_heavy,3,456,2,0.9533333333333334,0.9503964669276322,0.6984922172451721,331.14027862995863,195,592,372
IoT_Original_Distribution,10q_2p5k,Pauli,2,full,L0,0,L0,baseline_unoptimized,4,789,0,0.96,0.9576519129782446,0.7440322610218303,265.75652353907935,237,604,474
IoT_Original_Distribution,10q_2p5k,Pauli,2,full,L3,3,L3,qiskit_heavy,4,789,1,0.9666666666666667,0.9656311975272157,0.7932418273770223,316.3864207828883,195,592,372
IoT_Original_Distribution,10q_2p5k,Pauli,2,full,L0,0,L0,baseline_unoptimized,5,1024,2,0.964,0.9620363636363636,0.7712917296160039,316.56867858977057,237,604,474
IoT_Original_Distribution,10q_2p5k,Pauli,2,full,L3,3,L3,qiskit_heavy,5,1024,0,0.9586666666666667,0.9557062350048046,0.7326424578694603,266.5896121109836,195,592,372
IoT_Original_Distribution,10q_2p5k,Pauli,2,full,L0,0,L0,baseline_unoptimized,6,2048,1,0.9666666666666667,0.9645689049483086,0.7879202068207745,315.472699936945,237,604,474
IoT_Original_Distribution,10q_2p5k,Pauli,2,full,L3,3,L3,qiskit_heavy,6,2048,2,0.968,0.9658483428109164,0.7965743562609673,315.47066842601635,195,592,372
IoT_Original_Distribution,10q_2p5k,Pauli,2,full,L0,0,L0,baseline_unoptimized,7,3072,0,0.9653333333333334,0.9635840207019246,0.7807346722476534,271.6213605450466,237,604,474
IoT_Original_Distribution,10q_2p5k,Pauli,2,full,L3,3,L3,qiskit_heavy,7,3072,1,0.9626666666666667,0.9607827915251496,0.7632971795679112,319.53854770888574,195,592,372
IoT_Original_Distribution,10q_2p5k,Pauli,2,full,L0,0,L0,baseline_unoptimized,8,4096,2,0.9586666666666667,0.9549476858804409,0.7302448279086421,321.9329123541247,237,604,474
IoT_Original_Distribution,10q_2p5k,Pauli,2,full,L3,3,L3,qiskit_heavy,8,4096,0,0.9626666666666667,0.9598260869565217,0.7594937342025392,287.9912795778364,195,592,372
IoT_Original_Distribution,10q_2p5k,Pauli,2,full,L0,0,L0,baseline_unoptimized,9,5120,1,0.9573333333333334,0.9540869565217391,0.7227440373862873,313.835968432948,237,604,474
IoT_Original_Distribution,10q_2p5k,Pauli,2,full,L3,3,L3,qiskit_heavy,9,5120,2,0.9586666666666667,0.9557062350048046,0.7326424578694603,319.83679290208966,195,592,372
IoT_Original_Distribution,10q_2p5k,Pauli,2,full,L0,0,L0,baseline_unoptimized,10,6144,0,0.9533333333333334,0.9482123298305163,0.6897892465381865,265.4313789489679,237,604,474
IoT_Original_Distribution,10q_2p5k,Pauli,2,full,L3,3,L3,qiskit_heavy,10,6144,1,0.9533333333333334,0.9482123298305163,0.6897892465381865,127.75940837804228,195,592,372
