dataset,map,map_type,entanglement,noise_level,num_qubits,n_runs,offdiag_var_mean,offdiag_var_ci95,offdiag_mean_mean,offdiag_mean_ci95,kta_mean,kta_ci95
UNSW-NB15,Z-linear,Z,linear,0.002,6,5,0.10248439536430795,0.011930289676313129,0.5486052857443153,0.060793770951557025,0.18256680334846384,0.018470583365025262
UNSW-NB15,Z-linear,Z,linear,0.005,6,5,0.10260125254566776,0.010481111560937752,0.557349756645097,0.06331786314806417,0.18578413541251468,0.02474104908105629
UNSW-NB15,Z-linear,Z,linear,0.01,6,5,0.10537811825955112,0.005117150913940956,0.5286142957506629,0.03417260343275685,0.1980612494025559,0.016946330054044126
UNSW-NB15,Z-linear,Z,linear,0.02,6,5,0.09986607247324807,0.010129665957136694,0.5603934528455794,0.06570134924384824,0.18220277435128746,0.032050377716641223
UNSW-NB15,Z-linear,Z,linear,0.05,6,5,0.09357977747572328,0.004896190507784071,0.5910766276722429,0.041936010291004605,0.1687701184033147,0.02711615988163834
UNSW-NB15,ZZ-full,ZZ,full,0.0,6,5,0.06338886827204139,0.006818738095487598,0.11750556683347708,0.011450861302873313,0.2629983151006313,0.012618231495221056
UNSW-NB15,ZZ-full,ZZ,full,0.002,6,5,0.022504358393922265,0.0024275119239679766,0.4906735603957572,0.010258136648484534,0.14864901955114745,0.0030238980068042305
UNSW-NB15,ZZ-full,ZZ,full,0.005,6,5,0.001315611854291235,0.00016757245898344367,0.8929973858824536,0.005599190373260384,0.08571827633444393,0.0015525919749920583
UNSW-NB15,ZZ-full,ZZ,full,0.01,6,5,1.777403912206485e-05,3.3562599630246775e-06,0.9940149981374835,0.0005100395078335278,0.07672357171429098,0.00018136412615698606
UNSW-NB15,ZZ-full,ZZ,full,0.02,6,5,1.664439790634374e-08,4.482244875973901e-09,0.9998492894874186,1.2244654104853665e-05,0.07629445338013566,5.30556806309308e-06
UNSW-NB15,ZZ-full,ZZ,full,0.05,6,5,4.392535179544325e-15,1.0078464006086212e-15,0.999999953665941,1.59026414845513e-08,0.07628117960769265,3.8684542348575164e-10
UNSW-NB15,ZZ-linear,ZZ,linear,0.0,6,5,0.0963760206965341,0.004708857630218033,0.19144475706473377,0.005403288507120285,0.28471300925820486,0.04247007360315822
UNSW-NB15,ZZ-linear,ZZ,linear,0.002,6,5,0.09309477959359606,0.005148755415363679,0.20326753837174927,0.008682900578372163,0.3014306611895804,0.025395592705318718
UNSW-NB15,ZZ-linear,ZZ,linear,0.005,6,5,0.09071367710541269,0.0037427896653029567,0.2249315479314665,0.01252798897400228,0.28694409268483617,0.017439619796693135
UNSW-NB15,ZZ-linear,ZZ,linear,0.01,6,5,0.08162581599522997,0.0032686624280550275,0.2532144668564037,0.01820307884151304,0.2719727546914145,0.023884247071264277
UNSW-NB15,ZZ-linear,ZZ,linear,0.02,6,5,0.058179002619335354,0.0026318262637237584,0.3913856806779554,0.024194543834650067,0.206631215741637,0.029790247171014
UNSW-NB15,ZZ-linear,ZZ,linear,0.05,6,5,0.006450463489544196,0.000889846222763755,0.8501133862766762,0.013160744724161422,0.09704782754666626,0.0026073020085072016
