status,dataset,model,composition,n_maps,entanglement,optimization_level,noise_level,num_qubits,run_idx,seed,gpu_id,accuracy,f1_score,mcc,kernel_time,classifier_time,total_time
success,IoT_Original_Distribution,QVE,3map,3,full,0,0.0,6,6,3072,1,0.9593333333333334,0.9610100791721422,0.7856477496460871,563.0646117560009,6.7161846149992925,569.7807963710002
success,IoT_Original_Distribution,QVE,3map,3,full,0,0.0,6,7,4096,2,0.952,0.954844349817144,0.7615061436964442,585.4286858869982,3.5500634529980744,588.9787493399963
success,IoT_Original_Distribution,QVE,3map,3,full,0,0.0,6,8,5120,0,0.956,0.9580884000830047,0.7724579348032709,500.66614531100095,5.386614513001405,506.05275982400235
success,IoT_Original_Distribution,QVE,3map,3,full,0,0.0,6,9,6144,1,0.9513333333333334,0.954903546141746,0.7719947622991625,496.73043303600025,6.174885685000845,502.9053187210011
success,IoT_Original_Distribution,QVE,3map,3,full,0,0.002,6,0,42,2,0.9546666666666667,0.9578500643500644,0.7857242343262197,527.154965679003,3.251649591000387,530.4066152700034
success,IoT_Original_Distribution,QVE,3map,3,full,0,0.002,6,1,123,0,0.958,0.9607232236747528,0.7977032248338165,272.6553201120005,3.3765541539996775,276.03187426600016
success,IoT_Original_Distribution,QVE,3map,3,full,0,0.002,6,2,456,1,0.9553333333333334,0.9585169801355202,0.7901586386941706,391.00736634499845,2.59413240899994,393.6014987539984
success,IoT_Original_Distribution,QVE,3map,3,full,0,0.002,6,3,789,2,0.952,0.9550594484167518,0.7657328544075529,387.20213788399997,4.001143404002505,391.2032812880025
success,IoT_Original_Distribution,QVE,3map,3,full,0,0.002,6,4,1024,0,0.9526666666666667,0.9556311707760604,0.7681225929227954,338.5881195389993,3.4113259649984684,341.9994455039978
success,IoT_Original_Distribution,QVE,3map,3,full,0,0.002,6,5,2048,1,0.9513333333333334,0.953819874912159,0.75066946897447,387.4915094459975,3.348391150999305,390.8399005969968
success,IoT_Original_Distribution,QVE,3map,3,full,0,0.002,6,6,3072,2,0.952,0.9545097014925372,0.7552374027358045,388.9490331379984,3.5020609790008166,392.45109411699923
success,IoT_Original_Distribution,QVE,3map,3,full,0,0.002,6,7,4096,0,0.9526666666666667,0.9554175125808769,0.7639370639604357,392.3789447349991,3.129653488000258,395.50859822299935
success,IoT_Original_Distribution,QVE,3map,3,full,0,0.002,6,8,5120,1,0.95,0.9533507635869841,0.758669496924408,382.54812972199943,3.839478425998095,386.3876081479975
success,IoT_Original_Distribution,QVE,3map,3,full,0,0.002,6,9,6144,2,0.9593333333333334,0.9615077323453792,0.7949403762370603,388.5093792509979,3.634724297999128,392.144103548997
success,IoT_Original_Distribution,QVE,3map,3,full,0,0.01,6,0,42,0,0.9306666666666666,0.9377517624087965,0.7080355160075477,391.59608879699954,4.167207219999909,395.76329601699945
success,IoT_Original_Distribution,QVE,3map,3,full,0,0.01,6,1,123,1,0.9373333333333334,0.9436319875776399,0.7372852434098448,393.6599894659994,2.4015242969999235,396.0615137629993
success,IoT_Original_Distribution,QVE,3map,3,full,0,0.01,6,2,456,2,0.92,0.9294217506631298,0.6851481521603469,393.6767091289985,1.7897333530017931,395.4664424820003
success,IoT_Original_Distribution,QVE,3map,3,full,0,0.01,6,3,789,0,0.928,0.9353575994245196,0.6953323652099169,394.8059844239997,1.021969892000925,395.8279543160006
success,IoT_Original_Distribution,QVE,3map,3,full,0,0.01,6,4,1024,1,0.94,0.9451728577313925,0.7304260728146031,386.654789274,2.4850077430019155,389.1397970170019
success,IoT_Original_Distribution,QVE,3map,3,full,0,0.01,6,5,2048,2,0.9273333333333333,0.9343247303942308,0.6827731097432029,392.34574793200045,2.5095054079993133,394.85525333999976
success,IoT_Original_Distribution,QVE,3map,3,full,0,0.01,6,6,3072,0,0.9346666666666666,0.9402993339741829,0.7041437176767156,371.7217528359997,4.888592276000054,376.6103451119998
success,IoT_Original_Distribution,QVE,3map,3,full,0,0.01,6,7,4096,1,0.94,0.9451728577313925,0.7304260728146031,391.1917494919999,3.125471096998808,394.3172205889987
success,IoT_Original_Distribution,QVE,3map,3,full,0,0.01,6,8,5120,2,0.9393333333333334,0.9445061868210225,0.7259144808636147,386.1727131819989,4.072771250001097,390.245484432
success,IoT_Original_Distribution,QVE,3map,3,full,0,0.01,6,9,6144,0,0.9333333333333333,0.9396889490196407,0.7104354314700336,380.7112336220016,4.429410383003415,385.140644005005
success,IoT_Original_Distribution,QVE,3map,3,full,0,0.05,6,0,42,1,0.906,0.8613179433368311,0.0,381.2914419410008,3.4598221050036955,384.7512640460045
success,IoT_Original_Distribution,QVE,3map,3,full,0,0.05,6,1,123,2,0.906,0.8613179433368311,0.0,390.30487491700114,2.6077533069947094,392.91262822399585
success,IoT_Original_Distribution,QVE,3map,3,full,0,0.05,6,2,456,0,0.906,0.8613179433368311,0.0,386.07340336700145,2.8521175860005314,388.925520953002
success,IoT_Original_Distribution,QVE,3map,3,full,0,0.05,6,3,789,1,0.906,0.8613179433368311,0.0,371.40574342999753,4.9043994859966915,376.3101429159942
success,IoT_Original_Distribution,QVE,3map,3,full,0,0.05,6,4,1024,2,0.906,0.8613179433368311,0.0,377.79595571900063,3.115595958002814,380.91155167700344
success,IoT_Original_Distribution,QVE,3map,3,full,0,0.05,6,5,2048,0,0.906,0.8613179433368311,0.0,386.5385257340022,3.4020228020017385,389.9405485360039
success,IoT_Original_Distribution,QVE,3map,3,full,0,0.05,6,6,3072,1,0.906,0.8613179433368311,0.0,386.7922517599982,4.02011485100229,390.81236661100047
success,IoT_Original_Distribution,QVE,3map,3,full,0,0.05,6,7,4096,2,0.906,0.8613179433368311,0.0,374.4191240750042,4.910987237999507,379.3301113130037
success,IoT_Original_Distribution,QVE,3map,3,full,0,0.05,6,8,5120,0,0.906,0.8613179433368311,0.0,508.7595487059989,3.988864842005569,512.7484135480045
success,IoT_Original_Distribution,QVE,3map,3,full,0,0.05,6,9,6144,1,0.906,0.8613179433368311,0.0,506.1508605320014,6.137868620997324,512.2887291529987
