dataset,config,method,model,run,seed,gpu_id,circuit_depth,total_gates,two_qubit_gates,accuracy,f1_score,precision,recall,mcc,training_time
IoT_Original_Distribution,6q_5k,qiskit_level3,QSVC_Precomputed_GPU,11,7168,1,124,196,142,0.9533333333333334,0.9553165064102563,0.9588803083706255,0.9533333333333334,0.7542139235406125,261.27249343600124
IoT_Original_Distribution,6q_5k,qiskit_level3,QSVC_Precomputed_GPU,12,8192,2,124,196,142,0.9506666666666667,0.953477052538338,0.9592008165602399,0.9506666666666667,0.7524267817902149,257.45239022100577
IoT_Original_Distribution,6q_5k,qiskit_level3,QSVC_Precomputed_GPU,13,9216,0,124,196,142,0.9626666666666667,0.9638652194283929,0.9659893819603452,0.9626666666666667,0.7977266593203619,196.79381424799794
IoT_Original_Distribution,6q_5k,qiskit_level3,QSVC_Precomputed_GPU,14,10240,1,124,196,142,0.96,0.9615982731742415,0.9646355678650657,0.96,0.7883518137678861,266.50510750198737
IoT_Original_Distribution,6q_5k,qiskit_level3,QSVC_Precomputed_GPU,15,11264,2,124,196,142,0.96,0.9616998626373626,0.9650374242604253,0.96,0.7901542016194781,265.3937574599986
IoT_Original_Distribution,6q_5k,qiskit_level3,QSVC_Precomputed_GPU,16,12288,0,124,196,142,0.9446666666666667,0.9486105873320623,0.9571811694002754,0.9446666666666667,0.7359341918993468,184.71599027700722
IoT_Original_Distribution,6q_5k,qiskit_level3,QSVC_Precomputed_GPU,17,13312,1,124,196,142,0.96,0.9618985455300044,0.9658652291105121,0.96,0.7938063807213714,260.6417261499446
IoT_Original_Distribution,6q_5k,qiskit_level3,QSVC_Precomputed_GPU,18,14336,2,124,196,142,0.9686666666666667,0.9697970150625762,0.972143693213634,0.9686666666666667,0.8330112268534177,261.2104443919379
IoT_Original_Distribution,6q_5k,qiskit_level3,QSVC_Precomputed_GPU,19,15360,0,124,196,142,0.9446666666666667,0.948725949722807,0.9577215938183681,0.9446666666666667,0.7382501928382417,215.26947349007241
IoT_Original_Distribution,6q_5k,qiskit_level3,QSVC_Precomputed_GPU,20,16384,1,124,196,142,0.9553333333333334,0.9568268864624838,0.959288155396524,0.9553333333333334,0.758297281411662,264.8055213110056
