status,dataset,model,device,entanglement,optimization_level,num_qubits,run_idx,seed,gpu_id,aggregate_depth,aggregate_two_qubit_gates,mean_readout_error,accuracy,balanced_accuracy,f1_score,mcc,roc_auc,g_mean,kernel_time,classifier_time,total_time,error,zz_reps,layout
success,UNSW_NB15,QSVC,ideal,full,0,6.0,0,42,0.0,179.0,225.0,,0.8506666666666667,0.8514432743492362,0.8522881002741872,0.6877544564710854,0.9523386282923372,0.8514386695077891,373.2987283819821,1.3101654229685664,374.6088938049506,,3,best_healthy_path
success,UNSW_NB15,QSVC,ideal,full,0,6.0,1,123,1.0,179.0,225.0,,0.8686666666666667,0.8711433721852876,0.8701096554723814,0.7261169997851402,0.949413176282076,0.871097596339365,375.4824270090321,0.2690941810142249,375.75152119004633,,3,best_healthy_path
success,UNSW_NB15,QSVC,ideal,full,0,6.0,2,456,2.0,179.0,225.0,,0.8553333333333333,0.8542314371678754,0.8566968626179109,0.6952126851310771,0.9460968083281452,0.854222285335044,375.12395254999865,0.1039665630087256,375.2279191130074,,3,best_healthy_path
success,UNSW_NB15,QSVC,ideal,full,0,6.0,3,789,0.0,179.0,225.0,,0.8586666666666667,0.8528099394972042,0.8594502601308783,0.6978351360573665,0.946884173478612,0.8525509252527612,375.7507586439606,0.1151575400726869,375.86591618403327,,3,best_healthy_path
success,UNSW_NB15,QSVC,ideal,full,0,6.0,4,1024,1.0,179.0,225.0,,0.8673333333333333,0.8599906711203715,0.8678143676173559,0.7147781004380974,0.9500114683540888,0.859586918571215,375.44903831207193,0.1165075009921565,375.5655458130641,,3,best_healthy_path
success,UNSW_NB15,QSVC,FakeKolkataV2,full,0,6.0,0,42,2.0,194.0,225.0,0.00655,0.85,0.8521231193522791,0.8517613657413813,0.6878563339450054,0.9532938779283407,0.8520887302297864,344.15258125797845,1.1631560910027474,345.3157373489812,,3,best_healthy_path
success,UNSW_NB15,QSVC,FakeKolkataV2,full,0,6.0,1,123,0.0,194.0,225.0,0.00655,0.8746666666666667,0.8706330069563744,0.8753991583529287,0.732647457816192,0.9514122672541964,0.8705115116357697,377.2077261350351,0.2553500829963013,377.46307621803135,,3,best_healthy_path
success,UNSW_NB15,QSVC,FakeKolkataV2,full,0,6.0,2,456,1.0,194.0,225.0,0.00655,0.8666666666666667,0.8626919985582641,0.8675381180781175,0.7159573457374268,0.945302697087038,0.8625740817783335,373.8312594300369,1.4405779599910602,375.271837390028,,3,best_healthy_path
success,UNSW_NB15,QSVC,FakeKolkataV2,full,0,6.0,3,789,2.0,194.0,225.0,0.00655,0.85,0.8472405598098759,0.851283044735195,0.6826870701172917,0.9454896601705026,0.8471826902708064,377.2290354280267,0.0855931949336081,377.3146286229603,,3,best_healthy_path
success,UNSW_NB15,QSVC,FakeKolkataV2,full,0,6.0,4,1024,0.0,194.0,225.0,0.00655,0.88,0.8618400636830956,0.8789224775957291,0.7368056982745382,0.9512479303957644,0.8593727519390139,815.5558636930073,0.826917503029108,816.3827811960364,,3,best_healthy_path
success,UNSW_NB15,QSVC,FakeSherbrooke,full,0,6.0,0,42,1.0,524.0,225.0,0.0309244791666666,0.8453333333333334,0.84846967467587,0.8472786949067522,0.679571149541831,0.9529520295202952,0.848394305204052,831.6769609230105,0.8621783420676365,832.5391392650781,,3,best_healthy_path
success,UNSW_NB15,QSVC,FakeSherbrooke,full,0,6.0,1,123,2.0,524.0,225.0,0.0309244791666666,0.8653333333333333,0.8625249404894884,0.8663358071216036,0.7143254492704771,0.9496519886910768,0.8624654941823342,839.9581568710273,0.0569221299374476,840.0150790009648,,3,best_healthy_path
success,UNSW_NB15,QSVC,FakeSherbrooke,full,0,6.0,2,456,0.0,524.0,225.0,0.0309244791666666,0.8693333333333333,0.8627633143736062,0.869877178499358,0.7195107717097708,0.9450367083703566,0.8624411165256206,1048.622352964012,0.8198670159326866,1049.4422199799446,,3,best_healthy_path
success,UNSW_NB15,QSVC,FakeSherbrooke,full,0,6.0,3,789,1.0,524.0,225.0,0.0309244791666666,0.8613333333333333,0.854895445232345,0.8620075051582062,0.7029201711147802,0.949185554114248,0.8545832306996267,1062.208474645042,0.829312298912555,1063.0377869439544,,3,best_healthy_path
success,UNSW_NB15,QSVC,FakeSherbrooke,full,0,6.0,4,1024,2.0,524.0,225.0,0.0309244791666666,0.8773333333333333,0.8533091502045993,0.8753202834039461,0.7302591794647367,0.9510542212216592,0.848942953128482,1070.7999621910276,0.0655842419946566,1070.8655464330222,,3,best_healthy_path
success,UNSW_NB15,QVE,ideal,full,0,6.0,0,42,0.0,181.0,225.0,,0.8946666666666667,0.8594511936768636,0.8907586769082633,0.7749026503961375,0.94619209762035,0.8500192475184583,472.191787097021,5.530716720037162,477.72250381705817,,3,best_healthy_path
success,UNSW_NB15,QVE,ideal,full,0,6.0,1,123,1.0,181.0,225.0,,0.882,0.8507364666548545,0.8786589957555665,0.7426323840989301,0.9533824696284542,0.8432346581675753,492.4759868289111,1.7571241980185732,494.2331110269297,,3,best_healthy_path
success,UNSW_NB15,QVE,ideal,full,0,6.0,2,456,2.0,181.0,225.0,,0.878,0.8369113313120761,0.8724602322606667,0.7388993647769362,0.9411365042529282,0.8238202764470497,492.97796749603,1.427503423881717,494.40547091991175,,3,best_healthy_path
success,UNSW_NB15,QVE,ideal,full,0,6.0,3,789,0.0,181.0,225.0,,0.8853333333333333,0.8474805278912299,0.8807126825252393,0.7540451864260199,0.9425907686495676,0.8365237486983571,403.2261975770816,3.846142019960098,407.0723395970417,,3,best_healthy_path
success,UNSW_NB15,QVE,ideal,full,0,6.0,4,1024,1.0,181.0,225.0,,0.8873333333333333,0.8494474951765452,0.8827500110536549,0.7589156790837572,0.9476551552660946,0.8384972072405394,414.1202131219907,4.230593128013425,418.3508062500041,,3,best_healthy_path
success,UNSW_NB15,QVE,FakeKolkataV2,full,0,6.0,0,42,2.0,198.0,225.0,0.00655,0.8933333333333333,0.8576061752266793,0.8892967051775781,0.7721043556423843,0.944784259951159,0.8478754376800324,453.5259167349432,1.1702207679627463,454.6961375029059,,3,best_healthy_path
success,UNSW_NB15,QVE,FakeKolkataV2,full,0,6.0,1,123,0.0,198.0,225.0,0.00655,0.8893333333333333,0.855275828332396,0.8855495098039216,0.7613358542580494,0.9522615920313692,0.846413635305448,400.72175396000966,1.6660440160194412,402.3877979760291,,3,best_healthy_path
success,UNSW_NB15,QVE,FakeKolkataV2,full,0,6.0,2,456,1.0,198.0,225.0,0.00655,0.878,0.8361056553441566,0.8722619081732336,0.7396325957115935,0.9396764574928828,0.8224785620696478,413.3348547400674,2.138191144098528,415.4730458841659,,3,best_healthy_path
success,UNSW_NB15,QVE,FakeKolkataV2,full,0,6.0,3,789,2.0,198.0,225.0,0.00655,0.8826666666666667,0.8433808322362906,0.877665540316703,0.7487456182339681,0.9402315643798704,0.8315145621181315,396.7485688839806,2.4611267880536616,399.2096956720343,,3,best_healthy_path
success,UNSW_NB15,QVE,FakeKolkataV2,full,0,6.0,4,1024,0.0,198.0,225.0,0.00655,0.8786666666666667,0.8374327077458612,0.8731081469400436,0.7406653776981278,0.937568786031352,0.824256506436025,884.9467478720471,1.1394137009046972,886.0861615729518,,3,best_healthy_path
success,UNSW_NB15,QVE,FakeSherbrooke,full,0,6.0,0,42,1.0,528.0,225.0,0.0309244791666666,0.892,0.8609688080179341,0.8888333228603108,0.7658691376740717,0.9476760085972468,0.8536671608451637,861.4841451210668,2.278262355015613,863.7624074760824,,3,best_healthy_path
success,UNSW_NB15,QVE,FakeSherbrooke,full,0,6.0,1,123,2.0,528.0,225.0,0.0309244791666666,0.884,0.849898697316827,0.8801165220478272,0.7487178654543052,0.9487506644377508,0.8409567663909836,828.5410223660292,2.080849569872953,830.6218719359022,,3,best_healthy_path
success,UNSW_NB15,QVE,FakeSherbrooke,full,0,6.0,2,456,0.0,528.0,225.0,0.0309244791666666,0.884,0.8460349370396998,0.8793256206941374,0.7509082025214744,0.9406074180012682,0.8349935628831986,1110.3681074269116,1.733506983960979,1112.1016144108726,,3,best_healthy_path
success,UNSW_NB15,QVE,FakeSherbrooke,full,0,6.0,3,789,1.0,528.0,225.0,0.0309244791666666,0.8833333333333333,0.8443050466540354,0.8784063128492681,0.7501518602289243,0.9396263436766964,0.832607941370347,1031.069632035098,1.6345004140166566,1032.7041324491147,,3,best_healthy_path
success,UNSW_NB15,QVE,FakeSherbrooke,full,0,6.0,4,1024,2.0,528.0,225.0,0.0309244791666666,0.8886666666666667,0.8504902480441157,0.8840515729256608,0.7623976294656377,0.9449008228303128,0.839384036898502,987.1540116179968,1.9841128028929236,989.1381244208897,,3,best_healthy_path
