dataset,config,optimization_level,optimization_name,optimization_description,run,seed,gpu_id,circuit_depth,total_gates,two_qubit_gates,accuracy,f1_score,mcc,training_time
UNSW_NB15,6q_5k,2,L2,qiskit_medium,16,12288,0,124,196,142,0.8786666666666667,0.879214378962658,0.7398586855893711,245.97890904638916
UNSW_NB15,6q_5k,2,L2,qiskit_medium,17,13312,1,124,196,142,0.8406666666666667,0.8428304204573717,0.6718615251869926,270.25220081582665
UNSW_NB15,6q_5k,2,L2,qiskit_medium,18,14336,2,124,196,142,0.8686666666666667,0.8691869259820836,0.7181460662023482,270.38220136379823
UNSW_NB15,6q_5k,2,L2,qiskit_medium,19,15360,0,124,196,142,0.894,0.8941465403283585,0.7708366202758756,244.13622599979863
UNSW_NB15,6q_5k,2,L2,qiskit_medium,20,16384,1,124,196,142,0.8693333333333333,0.8700969948785852,0.721226371519524,272.0111676887609
UNSW_NB15,6q_5k,2,L2,qiskit_medium,21,17408,2,124,196,142,0.882,0.8776448494533765,0.7449140326745637,272.7474420526996
UNSW_NB15,6q_5k,2,L2,qiskit_medium,22,18432,0,124,196,142,0.86,0.8615661574618096,0.7077670809771981,250.84992180857807
UNSW_NB15,6q_5k,2,L2,qiskit_medium,23,19456,1,124,196,142,0.8573333333333333,0.8594023517410964,0.7091777236102729,272.51787667535245
UNSW_NB15,6q_5k,2,L2,qiskit_medium,24,20480,2,124,196,142,0.8693333333333333,0.8701873557165553,0.7216645650485666,272.7427029958926
UNSW_NB15,6q_5k,2,L2,qiskit_medium,25,21504,0,124,196,142,0.8533333333333334,0.8548972741358245,0.6927868215411191,249.13603837462142
UNSW_NB15,6q_5k,2,L2,qiskit_medium,26,22528,1,124,196,142,0.856,0.856894185329772,0.6927861005948214,280.80762083875015
UNSW_NB15,6q_5k,2,L2,qiskit_medium,27,23552,2,124,196,142,0.8786666666666667,0.8771490283048313,0.7336364980408524,277.78949354821816
UNSW_NB15,6q_5k,2,L2,qiskit_medium,28,24576,0,124,196,142,0.8586666666666667,0.8600187991948236,0.7025006462293059,262.0310679357499
UNSW_NB15,6q_5k,2,L2,qiskit_medium,29,25600,1,124,196,142,0.84,0.8418710744670664,0.6662543858183851,185.0056415651925
UNSW_NB15,6q_5k,2,L2,qiskit_medium,30,26624,2,124,196,142,0.8686666666666667,0.8695882749964906,0.720734626130475,185.23661731509492
UNSW_NB15,6q_5k,3,L3,qiskit_heavy,1,42,0,124,196,142,0.8513333333333334,0.8531508988660372,0.69156738358268,275.1432280926965
UNSW_NB15,6q_5k,3,L3,qiskit_heavy,2,123,1,124,196,142,0.8633333333333333,0.8647267191625765,0.7135992612577958,281.30499786604196
UNSW_NB15,6q_5k,3,L3,qiskit_heavy,3,456,2,124,196,142,0.8606666666666667,0.8617317925925926,0.7043319056602995,281.05318266898394
UNSW_NB15,6q_5k,3,L3,qiskit_heavy,4,789,0,124,196,142,0.842,0.8437057143838474,0.6689472224372437,252.35103007871658
UNSW_NB15,6q_5k,3,L3,qiskit_heavy,5,1024,1,124,196,142,0.882,0.8779883524351422,0.7439252184215775,281.4561820058152
UNSW_NB15,6q_5k,3,L3,qiskit_heavy,6,2048,2,124,196,142,0.84,0.8429026117694226,0.6854792101608954,282.9487109449692
UNSW_NB15,6q_5k,3,L3,qiskit_heavy,7,3072,0,124,196,142,0.852,0.8540706098359677,0.6962968318254461,232.87969983927906
UNSW_NB15,6q_5k,3,L3,qiskit_heavy,8,4096,1,124,196,142,0.8506666666666667,0.8522984424660661,0.6875497649158131,275.94596161087975
UNSW_NB15,6q_5k,3,L3,qiskit_heavy,9,5120,2,124,196,142,0.8446666666666667,0.8466870118074479,0.6786644351442488,272.3106225458905
UNSW_NB15,6q_5k,3,L3,qiskit_heavy,10,6144,0,124,196,142,0.8913333333333333,0.8869336170810926,0.7685826740333161,226.65016634576023
UNSW_NB15,6q_5k,3,L3,qiskit_heavy,11,7168,1,124,196,142,0.87,0.8712541446283778,0.7269830053436579,276.21740617929026
UNSW_NB15,6q_5k,3,L3,qiskit_heavy,12,8192,2,124,196,142,0.8626666666666667,0.8634740622419885,0.706735634561237,277.0518187219277
UNSW_NB15,6q_5k,3,L3,qiskit_heavy,13,9216,0,124,196,142,0.8566666666666667,0.8528732494917044,0.683984458163434,244.51265523489565
UNSW_NB15,6q_5k,3,L3,qiskit_heavy,14,10240,1,124,196,142,0.8633333333333333,0.8645351852070563,0.7116771416608624,280.68190900888294
UNSW_NB15,6q_5k,3,L3,qiskit_heavy,15,11264,2,124,196,142,0.85,0.8516480836613493,0.6865539831553475,279.3406031462364
UNSW_NB15,6q_5k,3,L3,qiskit_heavy,16,12288,0,124,196,142,0.8786666666666667,0.879214378962658,0.7398586855893711,236.50824568374082
UNSW_NB15,6q_5k,3,L3,qiskit_heavy,17,13312,1,124,196,142,0.838,0.840129408967039,0.6652674375602456,275.4282364337705
UNSW_NB15,6q_5k,3,L3,qiskit_heavy,18,14336,2,124,196,142,0.8686666666666667,0.8691869259820836,0.7181460662023482,272.0746770161204
UNSW_NB15,6q_5k,3,L3,qiskit_heavy,19,15360,0,124,196,142,0.886,0.882982910060844,0.7510696603253354,238.47968156356364
UNSW_NB15,6q_5k,3,L3,qiskit_heavy,20,16384,1,124,196,142,0.8693333333333333,0.8700969948785852,0.721226371519524,279.53240539878607
UNSW_NB15,6q_5k,3,L3,qiskit_heavy,21,17408,2,124,196,142,0.8813333333333333,0.8770844250990325,0.7429722336704787,281.03780653793365
UNSW_NB15,6q_5k,3,L3,qiskit_heavy,22,18432,0,124,196,142,0.86,0.8615661574618096,0.7077670809771981,249.80657862406224
UNSW_NB15,6q_5k,3,L3,qiskit_heavy,23,19456,1,124,196,142,0.8573333333333333,0.8594023517410964,0.7091777236102729,269.07265822496265
UNSW_NB15,6q_5k,3,L3,qiskit_heavy,24,20480,2,124,196,142,0.872,0.8726223124537287,0.725825733468318,279.973881885875
UNSW_NB15,6q_5k,3,L3,qiskit_heavy,25,21504,0,124,196,142,0.8533333333333334,0.8548972741358245,0.6927868215411191,270.965312524233
UNSW_NB15,6q_5k,3,L3,qiskit_heavy,26,22528,1,124,196,142,0.856,0.856894185329772,0.6927861005948214,243.762183080893
UNSW_NB15,6q_5k,3,L3,qiskit_heavy,27,23552,2,124,196,142,0.8833333333333333,0.8838365661346347,0.7499389002358935,284.65377837698907
UNSW_NB15,6q_5k,3,L3,qiskit_heavy,28,24576,0,124,196,142,0.8586666666666667,0.8600187991948236,0.7025006462293059,281.99553156318143
UNSW_NB15,6q_5k,3,L3,qiskit_heavy,29,25600,1,124,196,142,0.838,0.8400698604354645,0.6641047317144095,183.0809617578052
UNSW_NB15,6q_5k,3,L3,qiskit_heavy,30,26624,2,124,196,142,0.8573333333333333,0.8589658038720539,0.7025383319899775,155.03572955122218
